image_path,caption
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/171806.jpg,Several cars lined up waiting on road construction.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/339757.jpg,A man standing in a pasture with a small herd of cows.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/164997.jpg,A hawk perched on a flower pot filled with flowers
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/160422.jpg,two computer monitors are sitting on the computer desk
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/402408.jpg,A man riding a skateboard up the side of a dry pool.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/531201.jpg,The man is playing a game of tennis on the court. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/569017.jpg,A large boat comes toward the dock as people play in the ocean water near the beach.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/404361.jpg,A bowl of broccoli and some ice on a table.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/187336.jpg,A lady cutting some food with a big knife.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/548742.jpg,"Wine, wine goblets, and a plate with left over food are on a table."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/151615.jpg,A herd of cows all standing along the fence
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/339677.jpg,a man and his little girl playing tennis
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/177361.jpg,a plate with different kind of food on it.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/254822.jpg,a large crowd of people sitting in a stadium watching a baseball game 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/124466.jpg,A stop sign stands crookedly in front of a line of cars.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/88671.jpg,Two dogs are standing close to a couple of people.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/346785.jpg,a road that is all covered in some snow
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/207761.jpg,A man in the air on a skateboard. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/226091.jpg,a little cat that is sitting on a couch
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/400625.jpg,A small kitchen with tile backstops and wooden walls. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/221878.jpg,A motorcycle with a red and white tank attached to it.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/531395.jpg,A horse standing on top of a grass covered field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/20515.jpg,whispy clouds and sunset at a traffic intersection 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/390287.jpg,A yellow plastic container filled with toy fruits and vegetables.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/162087.jpg,A couple in wedding attire embracing next to a food truck. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/138117.jpg,"A large plate topped with meat, potatoes, carrots and gravy."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/579258.jpg,An elderly man breaking wood into a trunk
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/527922.jpg,the giraffes are in the field and eating.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/140539.jpg,A group of sheep are standing together in the grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/429536.jpg,Two people share a cake on a small table
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/161262.jpg,Man on skateboard launches off a half pipe ramp.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/295049.jpg,A picture of some fruit flavored snacks together.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/416165.jpg,a clock tower with a white clock and some people
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/205157.jpg,A guy riding a surfboard on the water.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/452545.jpg,A baseball player catching a ball on a field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/317679.jpg,Three horses grazing in a pasture of tall grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/103613.jpg,A young man riding a skateboard in a parking garage.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/30328.jpg,cars and trucks pn a busy  city street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/239113.jpg,"People laying out on a beach, some with umbrellas."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/509582.jpg,A group of young men playing a game of soccer on a field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/296205.jpg,The man is on the couch with his dog petting him.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/72794.jpg,A Wii box sits on a desk by the wall. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/518686.jpg,The room has a rocking chair near the fire place.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/473090.jpg,The bicyclist is sitting on the back of the decorative bench to check her phone.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/424367.jpg,A cat sitting on top of a chair next to two phones.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/370102.jpg,A man flying through the air while riding a skateboard.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/270938.jpg,Two zebras confronting each other in a field with other zebras
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/131300.jpg,A pizza is cooked in an old stained oven.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/277848.jpg,"A bowl of bacon, spinach, tomatoes and cheese being put into empanadas."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/94223.jpg,A flat screen TV sitting above gaming consoles.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/148646.jpg,A man riding a surfboard on top of a wave.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/274934.jpg,A little girl riding down a snow slope on a snowboard.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/154652.jpg,A man smiling with his face near a cat
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/111361.jpg,A photo of a fruit stand with several different types of apples.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/525168.jpg,A metallic airplane sitting on top of a runway.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/464305.jpg,A group of people standing on top of a snow covered slope.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/74942.jpg,"A thick sandwich on a white plate, a bowl of pickles and a glass of water."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/100347.jpg,An orange and white cat sitting in a same colored window pane.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/492754.jpg,A docked ferry boat with pedestrians and bikers leaving the boat.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/513482.jpg,Two people walking down a street sharing an umbrella.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/29607.jpg,A woman sanding in front of a cake on top of a table.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/334110.jpg,a person standing in a green field and flying a kite.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/301855.jpg,A group of people with shopping carts that are lined up.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/410388.jpg,A bench sitting on top of a hillside next to a small city.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/539307.jpg,The woman is talking intently on the cell phone.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/141330.jpg,A man standing next to a baby elephant on top of a river.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/254925.jpg,A man sitting in front of a computer keyboard.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/445832.jpg,A group of people in the water with surfboards.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/350339.jpg,A young man hitting a tennis ball with a tennis racquet.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/580562.jpg,A large truck drives down a quiet street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/513966.jpg,A building with the name Flookies on it as traffic passes by.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/438769.jpg,A snowboarder in the middle of performing a trick in mid-air.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/409451.jpg,A red motorcycle driving down a race track.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/367873.jpg,a bed room with a neatly made bed with a night sand and a painting
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/229105.jpg,A person sitting on the ground with a dog.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/135129.jpg,A brown horse standing next to a black horse.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/322638.jpg,A bath tub sitting under a picture mounted to a wall.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/534980.jpg,TWO MEN IN JACKETS LOOKING AT A CAMERA 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/387333.jpg,Three people standing near a table with several glasses on it. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/549400.jpg,A freshly cut pepperoni and mushroom pizza for sale.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/521569.jpg,a little kitty is playing in a shoe
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/554852.jpg,a beach filled with umbrellas and people and white buildings 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/170428.jpg,Three zebras grazing in a small grassy enclosure.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/281700.jpg,"A room with a refrigerator, some boxes and some fruit."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/445408.jpg,A picture of the side of a car with a plan in the background. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/159897.jpg,a number of small boats in a large body of water
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/326354.jpg,"The runner is heading towards 3rd base, and it will be a close play."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/571039.jpg,A clock tower stands in the middle of a busy plaza. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/510781.jpg,A clock with a love quote on it with odd shaped hands.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/34825.jpg,A woman laying in bed reading a book.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/441906.jpg,a polar bear walkiing on some rocks 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/312748.jpg,A green bus parked next to a red and blue bus.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/291194.jpg,A man holding a bun with a hot dog inside of it.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/350852.jpg,A small boat sitting next to a small town.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/443033.jpg,A guy standing in a grassy field with a disc in the air.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/529511.jpg,Three pieces of broccoli sitting next to a cranberry desert.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/486683.jpg,An aerial view of the ground from an airplane 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/115643.jpg,A coal train travels toward the camera on a sunny day.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/233272.jpg,A woman standing next to a brown horse.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/152621.jpg,a table with chairs under an open umbrella 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/530894.jpg,Colorful rectangular signage displayed against blue and red toned background.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/219966.jpg,A baby in a red-striped shirt asleep on his mother's chest.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/24103.jpg,A young man riding a skateboard down a street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/265930.jpg,A man riding on top of a surfboard on top of a wave.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/486845.jpg,A skate boarder reaches the edge of the ramp.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/446303.jpg,A couple of doughnuts on a plate on a table.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/451336.jpg,Two girls are texting on their cell phones.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/511963.jpg,A couch sitting in a living room next to a window.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/62412.jpg,A safeway delivery truck driving in front of a car.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/517869.jpg,A young man jumping over another young man on a skateboard.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/309979.jpg,An old fashioned steam engine passenger train stopped in front of a man standing on it's tracks.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/428485.jpg,A lobby area with several rows of luggage in it.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/218784.jpg,A man jumping in the air with something in his hand.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/381633.jpg,A man sitting on a red bench next to luggage.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/413574.jpg,This black and white photo was taken by water.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/355492.jpg,A zebra grazing on grass next to a stone wall.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/30261.jpg,A man and woman on a train together.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/48263.jpg,A man riding a boat down a river.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/393675.jpg,vintage photo of a couple in black and white
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/223872.jpg,A carrot sliced up sitting on top of a cutting board.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/221621.jpg,A bird flying over a large body of water.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/295924.jpg,"A railroad crossway signal initiates, blocking off traffic, allowing a train to passing through."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/107620.jpg,A long haired cat is sitting in an open suitcase.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/504617.jpg,A woman riding on the back of a parked motorcycle.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/231705.jpg,A couple of people riding on the back of an elephant.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/494138.jpg,Two persons running and catching Frisbee  on the ground.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/577206.jpg,two people with skis posing in the snowy mountains 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/321418.jpg,A bunch of people standing near cows in the grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/17799.jpg,A bunch of people showing of sheep at a sheep show. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/409220.jpg,A woman that is standing near a stop sign.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/337953.jpg,Four smiling adults holding glasses of red and white wine.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/172425.jpg,A man in black shirt doing a trick on a skateboard.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/379749.jpg,A large blue jetliner sitting on top of an airport runway.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/246728.jpg,A street with motels and lodges and cars driving down the street on both sides.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/166926.jpg,Chefs in a large industrial kitchen preparing food.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/39758.jpg,A pizza cut into 8 pieces on a pizza pan.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/466505.jpg,A baseball player hitting a ball with a bat
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/190849.jpg,The bookbag and other items was sitting on a camaflouge sheet
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/332006.jpg,Colorfully dressed woman looking at the camera in a field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/249086.jpg,Two small children topping a homemade pizza with cheese.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/536241.jpg,A skateboarder doing a trick in mid-air on a half pipe
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/340139.jpg,A man and woman play a doubles tennis match.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/137836.jpg,a large giraffe hiding his head behind a tree.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/2369.jpg,A skier jumping through the air and landing in the snow.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/471409.jpg,three boys sitting at a table with a big pizza in the middle
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/530417.jpg,A green and yellow train traveling under a tunnel.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/496183.jpg,A small girl is playing with an umbrella on the bed.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/40144.jpg,A person is flying a kite on the beach
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/557987.jpg,two vases with colorful flowers sit in a window sill 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/334473.jpg,a baseball player strikes out on a field 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/323268.jpg,A view of a coffee shop from someone that is sitting down at a table with  their laptop. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/43338.jpg,A group of tangerines and bananas on a counter top. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/534291.jpg,A row of white toilets sitting next to each other on the floor.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/151637.jpg,A beautiful woman holding a Nintendo Wii game controller.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/24842.jpg,a long tray filled with a lot of fruits and veggies on it 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/267647.jpg,A cake with a large piece cut out of it
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/362247.jpg,"Two giraffes stand next to each other, with a zebra standing in the background."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/453948.jpg,A bathroom area with an in floor toilet and a crate of toilet paper.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/506740.jpg,"Man on couch holding two cats, one sleeping, one struggling."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/499985.jpg,A man wearing snow skiing clothes walks in the water among swimmers. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/578875.jpg,A giraffe is sitting on another giraffes neck.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/421254.jpg,A white fire hydrant on a city street corner.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/307.jpg,The dog is playing with his toy in the grass
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/399353.jpg,A sugary drink like Mountain Dew will speed up the computing.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/572608.jpg,A woman kneeling down next to a toilet in a bathroom.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/211457.jpg,"A living room with furniture, a fireplace and a big screen television. "
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/182373.jpg,A person on a snowboard in the snow.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/288513.jpg,The parking meter in the black and white photo is near a stone wall.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/473099.jpg,A white toilet with a silver rail behind it on a green wall. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/326892.jpg,A tray of various foods is sitting on the desk.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/430964.jpg,A skier with ski poles posing on a snowy hill.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/268848.jpg,A small black bear is making his way across a bank.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/351622.jpg,a person showing cellphones on sale in a shop
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/311475.jpg,A airplane that is sitting at a runway terminal.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/418181.jpg,A stop sign on the street beside a building.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/23538.jpg,A plate that has food on a table.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/109156.jpg,A couple of animals that are in the wild.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/268129.jpg,A young boy riding skis down a snow covered slope.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/124736.jpg,A bald headed man wearing a pink neck tie.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/5823.jpg,A young girl skiing on a snowy slope.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/89978.jpg,a cat that is around a bunch of apples
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/109036.jpg,"A banana, orange, and a apple sitting in a pile."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/547726.jpg,A young person wearing a baseball uniform and a catchers mitt.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/136445.jpg,A living room filled with furniture and a window with min blinds.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/463338.jpg,A group of large and small elephants are in the grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/379115.jpg,a steeple with a clock a building and some wires
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/278211.jpg,A women who has a pile of teddy bears in front of her.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/548652.jpg,A building with a red and blue neon sign next to a  sidewalk.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/559162.jpg,A kitchen filled with a stove top oven and lots of counter space.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/342885.jpg,A black dog moving with a green toy in its mouth.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/237241.jpg,a small child is lying down on top of the bed.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/200376.jpg,an image of a dog sitting on a chair
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/58731.jpg,A wooden table with two cups on saucers on top of it.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/223373.jpg,A man holding a baseball bat while standing next to home plate.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/29751.jpg,A black dog and white cat playing in grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/419497.jpg,That looks like a fully grown bear walking in the grass.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/458751.jpg,A person standing on 4 different colored fire hydrants 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/452495.jpg,A young man holding a baseball bat while standing on a field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/131564.jpg,a close up ofa cat playing with a shoe on the ground
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/111319.jpg,Many old ovens and refrigerators are collected together.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/107277.jpg,a narrow bathroom features a small shower at the end of the wall
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/350755.jpg,Photographer looks down at his own feet while a number of people play on a snowy hill.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/393686.jpg,A brown cow eating flowers and grass in a field.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/375680.jpg,A large blue bus traveling down a small street next to tall buildings.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/9846.jpg,A group of young girls playing a game of soccer.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/567937.jpg,a baby elephant laying down next to a bigger elephant
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/577982.jpg,a man sits on a mountain with some skis on 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/44700.jpg,A man in beard and glasses with a red and white suit on.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/83808.jpg,A man skiis down a hill as snow falls.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/33361.jpg,A big pile of soft and cuddly pandas on a table.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/246848.jpg,A truck cab driving around a corner toward the camera.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/240887.jpg,Two people standing next to one another holding cell phones.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/539830.jpg,A young man riding a skateboard near a forest.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/346799.jpg,There is someone holding an vanilla icecream cookiewhich
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/216778.jpg,A man with no shirt rides a skateboard over a ledge of a skateboard park.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/135628.jpg,A bird sitting on top of a white bowl next to a bird on a white plate.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/270070.jpg,A long dirt road going through a forest.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/15198.jpg,A person kneeling behind a dog with words stating the dog is adopted across the picture.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/89202.jpg,A man in a wet suit standing on a surfboard in the water. 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/161937.jpg,Two bears that are standing in the water.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/251789.jpg,A couple of women standing next to a clock.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/230210.jpg,A group of three military personal cutting a cake.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/347877.jpg,A woman holding a tennis racquet on a tennis court.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/489195.jpg,A man standing in a wine cellar filled with barrels of wine.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/474803.jpg,A motorcycle sits in front of a white cloth while on the pavement.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/198969.jpg,"A view of a bunch of sinks, in a black and white photo."
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/316444.jpg,A pizza sitting on top of a pan next to an oven.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/260360.jpg,Two computer screens that are sitting in front of keyboards.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/509128.jpg,A man prepares to throw a white Frisbee.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/581038.jpg,A white stove top oven with it's door partially open.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/206932.jpg,snowboards and skis in the snow with their riders
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/185826.jpg,a tal tower with a clock on the top of it
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/457962.jpg,A man and his son eating donuts at a restaurant.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/65356.jpg,A small black and white dog sitting on a yellow davenport.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/358580.jpg,a person standing on a road with many cars 
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/491989.jpg,A woman with a yellow Frisbee in her hands.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/505687.jpg,A bathroom corner with a white toilet on white wall.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/509564.jpg,A truck with its back full of photographers driving slowly down a city street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/325444.jpg,A street light with a green sign hanging from it's side.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/226658.jpg,"Two women preparing food in a kitchen, one at the sink and one at the table"
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/71124.jpg,A person on a surfboard in the water.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/159324.jpg,Two people are walking down a street with umbrellas in the rain behind a couple also walking in the rain.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/365582.jpg,A kitchen counter top with a microwave oven and other utensils.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/475932.jpg,A man and a woman sitting on a wooden park bench.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/291451.jpg,Two red trains sitting inside of a garage.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/232329.jpg,Two people stand near bicycles behind a motorcyclist driving on the street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/217864.jpg,A couple of street signs on top of a pedestrian crossing sign.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/37913.jpg,A green and white bus parked next to a building.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/492297.jpg,A woman holding a dog wearing a hat and sunglasses.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/380657.jpg,The person skis in snow that is waist deep.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/78225.jpg,A man standing on a tennis court holding a tennis racquet.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/393781.jpg,"A plate of food with a fork, rice, meat and broccoli on it. "
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/410898.jpg,A military motorcade riding motorcycles down the street.
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/560573.jpg,a man that is looking at a frizbee
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/435218.jpg,A kitchen with a metal stove and metal electronic dishwasher.
